,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,Survived
321,3,male,25.0,0,0,7.2292,F,C,2
322,2,male,26.0,0,0,13.0,F,S,2
323,1,male,33.0,0,0,26.55,,S,2
324,1,female,39.0,0,0,211.3375,,S,2
325,3,male,23.0,0,0,7.05,,S,2
326,2,female,12.0,2,1,39.0,F,S,2
327,1,male,46.0,0,0,79.2,,C,2
328,2,male,29.0,1,0,26.0,,S,2
329,2,male,21.0,0,0,13.0,,S,2
330,2,female,48.0,0,2,36.75,,S,2
331,1,male,39.0,0,0,29.7,A,C,2
332,3,male,,0,0,7.225,,C,2
333,3,female,19.0,1,1,15.7417,,C,2
334,3,male,27.0,0,0,7.8958,,S,2
335,1,male,30.0,0,0,26.0,C,S,2
336,2,male,32.0,0,0,13.0,,S,2
337,3,male,39.0,0,2,7.2292,,C,2
338,2,male,25.0,0,0,31.5,,S,2
339,3,male,,0,0,7.2292,,C,2
340,2,male,18.0,0,0,10.5,,S,2
341,3,male,32.0,0,0,7.5792,,S,2
342,3,male,,1,9,69.55,,S,2
343,1,female,58.0,0,1,512.3292,B,C,2
344,3,male,,1,1,14.5,,S,2
345,3,female,16.0,0,0,7.65,,S,2
346,2,male,26.0,0,0,13.0,,S,2
347,3,female,38.0,0,0,7.2292,,C,2
348,2,male,24.0,0,0,13.5,,S,2
349,2,female,31.0,0,0,21.0,,S,2
350,1,female,45.0,0,1,63.3583,D,C,2
351,2,male,25.0,0,0,10.5,,S,2
352,2,male,18.0,0,0,73.5,,S,2
353,2,male,49.0,1,2,65.0,,S,2
354,3,female,0.17,1,2,20.575,,S,2
355,1,male,50.0,0,0,26.0,E,S,2
356,1,female,59.0,2,0,51.4792,C,S,2
357,3,male,,0,0,7.8792,,S,2
358,3,male,,0,0,7.75,,Q,2
359,3,female,30.0,1,0,15.55,,S,2
360,3,male,14.5,8,2,69.55,,S,2
361,2,female,24.0,1,1,37.0042,,C,2
362,2,female,31.0,0,0,21.0,,S,2
363,3,male,27.0,0,0,8.6625,,S,2
364,1,female,25.0,1,0,55.4417,E,C,2
365,3,female,,1,9,69.55,,S,2
366,3,male,,1,0,14.4583,,C,2
367,3,female,22.0,0,0,39.6875,,S,2
368,1,female,45.0,0,1,59.4,,C,2
369,2,male,29.0,0,0,13.8583,,C,2
370,2,male,21.0,1,0,11.5,,S,2
371,1,female,31.0,0,0,134.5,E,C,2
372,1,male,49.0,0,0,0.0,B,S,2
373,2,male,44.0,0,0,13.0,,S,2
374,1,female,54.0,1,1,81.8583,A,S,2
375,1,female,45.0,0,0,262.375,,C,2
376,3,female,22.0,2,0,8.6625,,S,2
377,2,male,21.0,0,0,11.5,,S,2
378,1,male,55.0,0,0,50.0,C,S,2
379,3,male,5.0,4,2,31.3875,,S,2
380,3,male,,0,0,7.75,,Q,2
381,3,male,26.0,0,0,7.8792,,Q,2
382,3,female,,0,0,14.5,,S,2
383,3,female,19.0,1,0,16.1,,S,2
384,2,male,,0,0,12.875,,S,2
385,2,female,24.0,1,2,65.0,,S,2
386,3,male,24.0,0,0,7.775,,S,2
387,2,male,57.0,0,0,13.0,,S,2
388,3,male,21.0,0,0,7.75,,Q,2
389,3,male,6.0,3,1,21.075,,S,2
390,1,male,23.0,0,0,93.5,B,S,2
391,1,female,51.0,0,1,39.4,D,S,2
392,3,male,13.0,0,2,20.25,,S,2
393,2,male,47.0,0,0,10.5,,S,2
394,3,male,29.0,3,1,22.025,,S,2
395,1,female,18.0,1,0,60.0,C,S,2
396,3,male,24.0,0,0,7.25,,Q,2
397,1,female,48.0,1,1,79.2,B,C,2
398,3,male,22.0,0,0,7.775,,S,2
399,3,male,31.0,0,0,7.7333,,Q,2
400,1,female,30.0,0,0,164.8667,C,S,2
401,2,male,38.0,1,0,21.0,,S,2
402,1,female,22.0,0,1,59.4,,C,2
403,1,male,17.0,0,0,47.1,,S,2
404,1,male,43.0,1,0,27.7208,D,C,2
405,2,male,20.0,0,0,13.8625,D,C,2
406,2,male,23.0,1,0,10.5,,S,2
407,1,male,50.0,1,1,211.5,C,C,2
408,3,female,,0,0,7.7208,,Q,2
409,3,female,3.0,1,1,13.775,,S,2
410,3,female,,0,0,7.75,,Q,2
411,1,female,37.0,1,0,90.0,C,Q,2
412,3,female,28.0,0,0,7.775,,S,2
413,3,male,,0,0,8.05,,S,2
414,1,female,39.0,0,0,108.9,C,C,2
415,3,male,38.5,0,0,7.25,,S,2
416,3,male,,0,0,8.05,,S,2
417,3,male,,1,1,22.3583,,C,2
